epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,6231.18,0.92832,0.61226,1.19077,0.96415,0.89989,0.94519,0.76505,0.78527,0.44998,1.03322,0.00027076,0.00027076,0.00027076
74,6314.26,0.8953,0.56991,1.15338,0.96044,0.90191,0.9491,0.74598,0.85815,0.46491,1.05434,0.000253863,0.000253863,0.000253863
75,6397.04,0.92645,0.59639,1.18529,0.9752,0.8875,0.94425,0.7753,0.74852,0.44452,1.02837,0.000237427,0.000237427,0.000237427
76,6487.16,0.9127,0.58992,1.18893,0.95971,0.89613,0.94551,0.747,0.85844,0.45795,1.05001,0.000221469,0.000221469,0.000221469
77,6571.13,0.89994,0.5656,1.17039,0.93494,0.89658,0.93836,0.77532,0.72854,0.44462,1.01282,0.000206005,0.000206005,0.000206005
78,6656.22,0.89127,0.5722,1.16586,0.97353,0.89433,0.94492,0.75759,0.80098,0.43907,1.02995,0.00019105,0.00019105,0.00019105
79,6740.45,0.86972,0.54618,1.15415,0.94657,0.89701,0.93853,0.76639,0.72898,0.43493,1.01632,0.000176619,0.000176619,0.000176619
80,6824.46,0.89861,0.57725,1.16423,0.95181,0.91013,0.94255,0.74808,0.82136,0.45702,1.03995,0.000162725,0.000162725,0.000162725
81,6905.83,0.87317,0.54796,1.16358,0.95639,0.88769,0.93399,0.73733,0.8293,0.46917,1.05368,0.000149383,0.000149383,0.000149383
82,7000.41,0.84647,0.52545,1.13306,0.9679,0.88769,0.93693,0.73555,0.84362,0.46733,1.06577,0.000136605,0.000136605,0.000136605
83,7082.67,0.83531,0.52921,1.12186,0.98145,0.85932,0.94303,0.77202,0.74673,0.4349,1.02659,0.000124405,0.000124405,0.000124405
84,7165.18,0.8532,0.52994,1.13344,0.97286,0.87548,0.94475,0.77562,0.73312,0.41893,1.01097,0.000112795,0.000112795,0.000112795
85,7253.02,0.8666,0.5386,1.14796,0.97349,0.87195,0.94398,0.76896,0.74949,0.42962,1.02109,0.000101785,0.000101785,0.000101785
86,7334.15,0.85915,0.52882,1.14693,0.96344,0.90118,0.94999,0.7665,0.74887,0.42832,1.01461,9.13871e-05,9.13871e-05,9.13871e-05
87,7415.46,0.85969,0.52406,1.14909,0.94638,0.89776,0.94258,0.75948,0.77239,0.43191,1.02092,8.16111e-05,8.16111e-05,8.16111e-05
88,7496.67,0.84633,0.51702,1.14718,0.96793,0.89613,0.94318,0.76773,0.74948,0.43332,1.01069,7.24667e-05,7.24667e-05,7.24667e-05
89,7577.86,0.83503,0.52504,1.12798,0.94544,0.90633,0.94036,0.75867,0.76733,0.446,1.01627,6.3963e-05,6.3963e-05,6.3963e-05
90,7658.01,0.84494,0.51087,1.12495,0.95046,0.90342,0.94329,0.77762,0.73127,0.42759,1.00851,5.61083e-05,5.61083e-05,5.61083e-05
91,7751.21,0.70163,0.41326,1.04538,0.98136,0.87428,0.94767,0.77132,0.72926,0.42052,1.00941,4.89104e-05,4.89104e-05,4.89104e-05
92,7845.18,0.7029,0.39783,1.05732,0.98402,0.8785,0.94611,0.77892,0.71863,0.41082,1.01499,4.23765e-05,4.23765e-05,4.23765e-05
93,7928.6,0.69602,0.37824,1.03682,0.97131,0.88264,0.94528,0.78247,0.71774,0.41116,1.01643,3.65129e-05,3.65129e-05,3.65129e-05
94,8015.11,0.68249,0.3712,1.04113,0.98336,0.87006,0.94467,0.7826,0.70361,0.42154,1.00853,3.13254e-05,3.13254e-05,3.13254e-05
95,8101.74,0.68104,0.35309,1.0186,0.98891,0.88012,0.94575,0.79039,0.69808,0.40817,1.00476,2.68192e-05,2.68192e-05,2.68192e-05
96,8186.73,0.68103,0.37452,1.03935,0.98573,0.87428,0.94658,0.78916,0.69907,0.4148,1.00669,2.29987e-05,2.29987e-05,2.29987e-05
97,8263.16,0.69163,0.37502,1.03533,0.94447,0.90647,0.94602,0.78028,0.71261,0.41693,1.00736,1.98677e-05,1.98677e-05,1.98677e-05
98,8341.2,0.6759,0.36177,1.02958,0.97816,0.88588,0.94883,0.77741,0.73325,0.4145,1.01599,1.74293e-05,1.74293e-05,1.74293e-05
99,8418.03,0.65725,0.3572,1.01932,0.98163,0.88621,0.94867,0.7773,0.73015,0.40858,1.01354,1.56858e-05,1.56858e-05,1.56858e-05
100,8495.46,0.67195,0.3568,1.03473,0.97797,0.88564,0.94725,0.78278,0.72234,0.40768,1.00922,1.4639e-05,1.4639e-05,1.4639e-05
